\NEOWISESaturationBiasCorrection
\W1NEOWISEReactivation
|w1mpro,|,w1mcorr,|,w1lunc|,w1uunc|
|double,|,double|,double|,double|
|mag,|,mag,|,mag,|,mag,|
w1mpro,w1mcorr,w1lunc,w1uunc
5.838e+00,5.0860e-01,1.5191e-01,1.2748e-01
5.839e+00,5.0841e-01,1.5177e-01,1.2742e-01
5.840e+00,5.0823e-01,1.5164e-01,1.2735e-01
5.841e+00,5.0805e-01,1.5150e-01,1.2729e-01
5.842e+00,5.0787e-01,1.5137e-01,1.2722e-01
5.843e+00,5.0769e-01,1.5124e-01,1.2715e-01
5.844e+00,5.0752e-01,1.5112e-01,1.2708e-01
5.845e+00,5.0735e-01,1.5100e-01,1.2700e-01
5.846e+00,5.0717e-01,1.5088e-01,1.2692e-01
5.847e+00,5.0700e-01,1.5077e-01,1.2684e-01
5.848e+00,5.0684e-01,1.5066e-01,1.2676e-01
5.849e+00,5.0667e-01,1.5055e-01,1.2667e-01
5.850e+00,5.0651e-01,1.5045e-01,1.2659e-01
5.851e+00,5.0634e-01,1.5035e-01,1.2650e-01
5.852e+00,5.0618e-01,1.5026e-01,1.2641e-01
5.853e+00,5.0602e-01,1.5016e-01,1.2631e-01
5.854e+00,5.0587e-01,1.5007e-01,1.2622e-01
5.855e+00,5.0571e-01,1.4999e-01,1.2612e-01
5.856e+00,5.0555e-01,1.4990e-01,1.2602e-01
5.857e+00,5.0540e-01,1.4982e-01,1.2592e-01
5.858e+00,5.0525e-01,1.4974e-01,1.2581e-01
5.859e+00,5.0510e-01,1.4967e-01,1.2571e-01
5.860e+00,5.0495e-01,1.4960e-01,1.2560e-01
5.861e+00,5.0480e-01,1.4953e-01,1.2549e-01
5.862e+00,5.0465e-01,1.4946e-01,1.2538e-01
5.863e+00,5.0451e-01,1.4940e-01,1.2527e-01
5.864e+00,5.0436e-01,1.4934e-01,1.2516e-01
5.865e+00,5.0422e-01,1.4928e-01,1.2504e-01
5.866e+00,5.0408e-01,1.4922e-01,1.2493e-01
5.867e+00,5.0393e-01,1.4917e-01,1.2481e-01
5.868e+00,5.0379e-01,1.4912e-01,1.2469e-01
5.869e+00,5.0365e-01,1.4907e-01,1.2457e-01
5.870e+00,5.0351e-01,1.4902e-01,1.2445e-01
5.871e+00,5.0338e-01,1.4898e-01,1.2433e-01
5.872e+00,5.0324e-01,1.4893e-01,1.2421e-01
5.873e+00,5.0310e-01,1.4889e-01,1.2408e-01
5.874e+00,5.0297e-01,1.4886e-01,1.2396e-01
5.875e+00,5.0283e-01,1.4882e-01,1.2383e-01
5.876e+00,5.0270e-01,1.4879e-01,1.2370e-01
5.877e+00,5.0256e-01,1.4875e-01,1.2358e-01
5.878e+00,5.0243e-01,1.4872e-01,1.2345e-01
5.879e+00,5.0230e-01,1.4869e-01,1.2332e-01
5.880e+00,5.0216e-01,1.4867e-01,1.2319e-01
5.881e+00,5.0203e-01,1.4864e-01,1.2306e-01
5.882e+00,5.0190e-01,1.4862e-01,1.2293e-01
5.883e+00,5.0177e-01,1.4860e-01,1.2280e-01
5.884e+00,5.0164e-01,1.4858e-01,1.2266e-01
5.885e+00,5.0150e-01,1.4856e-01,1.2253e-01
5.886e+00,5.0137e-01,1.4854e-01,1.2240e-01
5.887e+00,5.0124e-01,1.4852e-01,1.2227e-01
5.888e+00,5.0111e-01,1.4851e-01,1.2213e-01
5.889e+00,5.0098e-01,1.4849e-01,1.2200e-01
5.890e+00,5.0085e-01,1.4848e-01,1.2187e-01
5.891e+00,5.0072e-01,1.4847e-01,1.2173e-01
5.892e+00,5.0059e-01,1.4846e-01,1.2160e-01
5.893e+00,5.0046e-01,1.4845e-01,1.2147e-01
5.894e+00,5.0032e-01,1.4844e-01,1.2133e-01
5.895e+00,5.0019e-01,1.4844e-01,1.2120e-01
5.896e+00,5.0006e-01,1.4843e-01,1.2107e-01
5.897e+00,4.9993e-01,1.4842e-01,1.2094e-01
5.898e+00,4.9980e-01,1.4842e-01,1.2080e-01
5.899e+00,4.9966e-01,1.4841e-01,1.2067e-01
5.900e+00,4.9953e-01,1.4841e-01,1.2054e-01
5.901e+00,4.9939e-01,1.4841e-01,1.2041e-01
5.902e+00,4.9926e-01,1.4840e-01,1.2028e-01
5.903e+00,4.9913e-01,1.4840e-01,1.2015e-01
5.904e+00,4.9899e-01,1.4840e-01,1.2002e-01
5.905e+00,4.9885e-01,1.4840e-01,1.1990e-01
5.906e+00,4.9872e-01,1.4840e-01,1.1977e-01
5.907e+00,4.9858e-01,1.4840e-01,1.1964e-01
5.908e+00,4.9844e-01,1.4840e-01,1.1952e-01
5.909e+00,4.9830e-01,1.4840e-01,1.1939e-01
5.910e+00,4.9816e-01,1.4839e-01,1.1927e-01
5.911e+00,4.9802e-01,1.4839e-01,1.1915e-01
5.912e+00,4.9788e-01,1.4839e-01,1.1903e-01
5.913e+00,4.9773e-01,1.4839e-01,1.1890e-01
5.914e+00,4.9759e-01,1.4839e-01,1.1879e-01
5.915e+00,4.9744e-01,1.4839e-01,1.1867e-01
5.916e+00,4.9730e-01,1.4839e-01,1.1855e-01
5.917e+00,4.9715e-01,1.4839e-01,1.1844e-01
5.918e+00,4.9700e-01,1.4839e-01,1.1832e-01
5.919e+00,4.9685e-01,1.4838e-01,1.1821e-01
5.920e+00,4.9670e-01,1.4838e-01,1.1810e-01
5.921e+00,4.9654e-01,1.4838e-01,1.1799e-01
5.922e+00,4.9639e-01,1.4838e-01,1.1788e-01
5.923e+00,4.9623e-01,1.4837e-01,1.1778e-01
5.924e+00,4.9608e-01,1.4837e-01,1.1768e-01
5.925e+00,4.9592e-01,1.4836e-01,1.1757e-01
5.926e+00,4.9576e-01,1.4835e-01,1.1747e-01
5.927e+00,4.9559e-01,1.4835e-01,1.1738e-01
5.928e+00,4.9543e-01,1.4834e-01,1.1728e-01
5.929e+00,4.9526e-01,1.4833e-01,1.1718e-01
5.930e+00,4.9510e-01,1.4832e-01,1.1709e-01
5.931e+00,4.9493e-01,1.4831e-01,1.1700e-01
5.932e+00,4.9476e-01,1.4829e-01,1.1692e-01
5.933e+00,4.9458e-01,1.4828e-01,1.1683e-01
5.934e+00,4.9441e-01,1.4826e-01,1.1675e-01
5.935e+00,4.9423e-01,1.4825e-01,1.1667e-01
5.936e+00,4.9405e-01,1.4823e-01,1.1659e-01
5.937e+00,4.9387e-01,1.4821e-01,1.1651e-01
5.938e+00,4.9369e-01,1.4819e-01,1.1644e-01
5.939e+00,4.9350e-01,1.4817e-01,1.1637e-01
5.940e+00,4.9332e-01,1.4814e-01,1.1630e-01
5.941e+00,4.9313e-01,1.4812e-01,1.1623e-01
5.942e+00,4.9294e-01,1.4809e-01,1.1617e-01
5.943e+00,4.9274e-01,1.4806e-01,1.1611e-01
5.944e+00,4.9255e-01,1.4803e-01,1.1605e-01
5.945e+00,4.9235e-01,1.4800e-01,1.1600e-01
5.946e+00,4.9214e-01,1.4797e-01,1.1595e-01
5.947e+00,4.9194e-01,1.4793e-01,1.1590e-01
5.948e+00,4.9173e-01,1.4789e-01,1.1586e-01
5.949e+00,4.9153e-01,1.4785e-01,1.1581e-01
5.950e+00,4.9132e-01,1.4781e-01,1.1577e-01
5.951e+00,4.9110e-01,1.4777e-01,1.1574e-01
5.952e+00,4.9089e-01,1.4772e-01,1.1570e-01
5.953e+00,4.9067e-01,1.4768e-01,1.1567e-01
5.954e+00,4.9045e-01,1.4763e-01,1.1564e-01
5.955e+00,4.9023e-01,1.4758e-01,1.1561e-01
5.956e+00,4.9001e-01,1.4753e-01,1.1559e-01
5.957e+00,4.8978e-01,1.4747e-01,1.1557e-01
5.958e+00,4.8955e-01,1.4742e-01,1.1555e-01
5.959e+00,4.8932e-01,1.4736e-01,1.1553e-01
5.960e+00,4.8909e-01,1.4731e-01,1.1551e-01
5.961e+00,4.8886e-01,1.4725e-01,1.1550e-01
5.962e+00,4.8863e-01,1.4719e-01,1.1549e-01
5.963e+00,4.8839e-01,1.4713e-01,1.1548e-01
5.964e+00,4.8815e-01,1.4706e-01,1.1548e-01
5.965e+00,4.8792e-01,1.4700e-01,1.1547e-01
5.966e+00,4.8768e-01,1.4693e-01,1.1547e-01
5.967e+00,4.8743e-01,1.4687e-01,1.1547e-01
5.968e+00,4.8719e-01,1.4680e-01,1.1547e-01
5.969e+00,4.8695e-01,1.4673e-01,1.1547e-01
5.970e+00,4.8670e-01,1.4666e-01,1.1548e-01
5.971e+00,4.8645e-01,1.4659e-01,1.1548e-01
5.972e+00,4.8621e-01,1.4652e-01,1.1549e-01
5.973e+00,4.8596e-01,1.4645e-01,1.1550e-01
5.974e+00,4.8571e-01,1.4637e-01,1.1551e-01
5.975e+00,4.8546e-01,1.4630e-01,1.1552e-01
5.976e+00,4.8520e-01,1.4623e-01,1.1554e-01
5.977e+00,4.8495e-01,1.4615e-01,1.1555e-01
5.978e+00,4.8470e-01,1.4607e-01,1.1557e-01
5.979e+00,4.8444e-01,1.4600e-01,1.1559e-01
5.980e+00,4.8419e-01,1.4592e-01,1.1560e-01
5.981e+00,4.8393e-01,1.4584e-01,1.1562e-01
5.982e+00,4.8367e-01,1.4576e-01,1.1565e-01
5.983e+00,4.8342e-01,1.4568e-01,1.1567e-01
5.984e+00,4.8316e-01,1.4560e-01,1.1569e-01
5.985e+00,4.8290e-01,1.4552e-01,1.1572e-01
5.986e+00,4.8264e-01,1.4544e-01,1.1574e-01
5.987e+00,4.8238e-01,1.4535e-01,1.1577e-01
5.988e+00,4.8212e-01,1.4527e-01,1.1579e-01
5.989e+00,4.8186e-01,1.4519e-01,1.1582e-01
5.990e+00,4.8160e-01,1.4510e-01,1.1585e-01
5.991e+00,4.8134e-01,1.4502e-01,1.1588e-01
5.992e+00,4.8108e-01,1.4494e-01,1.1591e-01
5.993e+00,4.8082e-01,1.4485e-01,1.1594e-01
5.994e+00,4.8056e-01,1.4477e-01,1.1597e-01
5.995e+00,4.8030e-01,1.4468e-01,1.1600e-01
5.996e+00,4.8004e-01,1.4460e-01,1.1603e-01
5.997e+00,4.7978e-01,1.4451e-01,1.1606e-01
5.998e+00,4.7952e-01,1.4443e-01,1.1610e-01
5.999e+00,4.7926e-01,1.4434e-01,1.1613e-01
6.000e+00,4.7900e-01,1.4426e-01,1.1616e-01
6.001e+00,4.7874e-01,1.4417e-01,1.1619e-01
6.002e+00,4.7848e-01,1.4409e-01,1.1623e-01
6.003e+00,4.7822e-01,1.4400e-01,1.1626e-01
6.004e+00,4.7796e-01,1.4392e-01,1.1629e-01
6.005e+00,4.7770e-01,1.4384e-01,1.1633e-01
6.006e+00,4.7744e-01,1.4375e-01,1.1636e-01
6.007e+00,4.7719e-01,1.4367e-01,1.1639e-01
6.008e+00,4.7693e-01,1.4358e-01,1.1642e-01
6.009e+00,4.7667e-01,1.4350e-01,1.1646e-01
6.010e+00,4.7642e-01,1.4342e-01,1.1649e-01
6.011e+00,4.7617e-01,1.4333e-01,1.1652e-01
6.012e+00,4.7591e-01,1.4325e-01,1.1655e-01
6.013e+00,4.7566e-01,1.4317e-01,1.1658e-01
6.014e+00,4.7541e-01,1.4309e-01,1.1661e-01
6.015e+00,4.7516e-01,1.4301e-01,1.1664e-01
6.016e+00,4.7491e-01,1.4293e-01,1.1667e-01
6.017e+00,4.7466e-01,1.4285e-01,1.1670e-01
6.018e+00,4.7441e-01,1.4277e-01,1.1672e-01
6.019e+00,4.7417e-01,1.4269e-01,1.1675e-01
6.020e+00,4.7392e-01,1.4261e-01,1.1678e-01
6.021e+00,4.7368e-01,1.4254e-01,1.1680e-01
6.022e+00,4.7343e-01,1.4246e-01,1.1682e-01
6.023e+00,4.7319e-01,1.4238e-01,1.1685e-01
6.024e+00,4.7295e-01,1.4231e-01,1.1687e-01
6.025e+00,4.7272e-01,1.4224e-01,1.1689e-01
6.026e+00,4.7248e-01,1.4216e-01,1.1691e-01
6.027e+00,4.7225e-01,1.4209e-01,1.1693e-01
6.028e+00,4.7201e-01,1.4202e-01,1.1695e-01
6.029e+00,4.7178e-01,1.4195e-01,1.1696e-01
6.030e+00,4.7155e-01,1.4188e-01,1.1698e-01
6.031e+00,4.7132e-01,1.4181e-01,1.1699e-01
6.032e+00,4.7110e-01,1.4175e-01,1.1700e-01
6.033e+00,4.7087e-01,1.4168e-01,1.1701e-01
6.034e+00,4.7065e-01,1.4162e-01,1.1702e-01
6.035e+00,4.7043e-01,1.4156e-01,1.1703e-01
6.036e+00,4.7021e-01,1.4149e-01,1.1703e-01
6.037e+00,4.6999e-01,1.4143e-01,1.1704e-01
6.038e+00,4.6978e-01,1.4137e-01,1.1704e-01
6.039e+00,4.6957e-01,1.4132e-01,1.1704e-01
6.040e+00,4.6936e-01,1.4126e-01,1.1704e-01
6.041e+00,4.6915e-01,1.4120e-01,1.1703e-01
6.042e+00,4.6895e-01,1.4115e-01,1.1703e-01
6.043e+00,4.6874e-01,1.4110e-01,1.1702e-01
6.044e+00,4.6854e-01,1.4105e-01,1.1701e-01
6.045e+00,4.6835e-01,1.4100e-01,1.1700e-01
6.046e+00,4.6815e-01,1.4095e-01,1.1699e-01
6.047e+00,4.6796e-01,1.4091e-01,1.1697e-01
6.048e+00,4.6777e-01,1.4086e-01,1.1695e-01
6.049e+00,4.6758e-01,1.4082e-01,1.1693e-01
6.050e+00,4.6739e-01,1.4078e-01,1.1691e-01
6.051e+00,4.6721e-01,1.4074e-01,1.1689e-01
6.052e+00,4.6703e-01,1.4070e-01,1.1686e-01
6.053e+00,4.6685e-01,1.4067e-01,1.1683e-01
6.054e+00,4.6667e-01,1.4063e-01,1.1680e-01
6.055e+00,4.6650e-01,1.4060e-01,1.1677e-01
6.056e+00,4.6633e-01,1.4056e-01,1.1674e-01
6.057e+00,4.6616e-01,1.4053e-01,1.1670e-01
6.058e+00,4.6599e-01,1.4050e-01,1.1667e-01
6.059e+00,4.6582e-01,1.4048e-01,1.1663e-01
6.060e+00,4.6566e-01,1.4045e-01,1.1659e-01
6.061e+00,4.6550e-01,1.4042e-01,1.1654e-01
6.062e+00,4.6534e-01,1.4040e-01,1.1650e-01
6.063e+00,4.6518e-01,1.4038e-01,1.1646e-01
6.064e+00,4.6502e-01,1.4036e-01,1.1641e-01
6.065e+00,4.6487e-01,1.4034e-01,1.1636e-01
6.066e+00,4.6471e-01,1.4032e-01,1.1631e-01
6.067e+00,4.6456e-01,1.4030e-01,1.1626e-01
6.068e+00,4.6441e-01,1.4028e-01,1.1621e-01
6.069e+00,4.6426e-01,1.4027e-01,1.1616e-01
6.070e+00,4.6412e-01,1.4025e-01,1.1610e-01
6.071e+00,4.6397e-01,1.4024e-01,1.1604e-01
6.072e+00,4.6383e-01,1.4023e-01,1.1599e-01
6.073e+00,4.6368e-01,1.4021e-01,1.1593e-01
6.074e+00,4.6354e-01,1.4020e-01,1.1587e-01
6.075e+00,4.6340e-01,1.4020e-01,1.1581e-01
6.076e+00,4.6326e-01,1.4019e-01,1.1575e-01
6.077e+00,4.6313e-01,1.4018e-01,1.1568e-01
6.078e+00,4.6299e-01,1.4017e-01,1.1562e-01
6.079e+00,4.6285e-01,1.4017e-01,1.1556e-01
6.080e+00,4.6272e-01,1.4017e-01,1.1549e-01
6.081e+00,4.6259e-01,1.4016e-01,1.1542e-01
6.082e+00,4.6245e-01,1.4016e-01,1.1536e-01
6.083e+00,4.6232e-01,1.4016e-01,1.1529e-01
6.084e+00,4.6219e-01,1.4016e-01,1.1522e-01
6.085e+00,4.6206e-01,1.4016e-01,1.1515e-01
6.086e+00,4.6194e-01,1.4016e-01,1.1508e-01
6.087e+00,4.6181e-01,1.4016e-01,1.1501e-01
6.088e+00,4.6168e-01,1.4017e-01,1.1494e-01
6.089e+00,4.6155e-01,1.4017e-01,1.1486e-01
6.090e+00,4.6143e-01,1.4017e-01,1.1479e-01
6.091e+00,4.6130e-01,1.4018e-01,1.1472e-01
6.092e+00,4.6118e-01,1.4018e-01,1.1464e-01
6.093e+00,4.6106e-01,1.4019e-01,1.1457e-01
6.094e+00,4.6093e-01,1.4020e-01,1.1450e-01
6.095e+00,4.6081e-01,1.4021e-01,1.1442e-01
6.096e+00,4.6069e-01,1.4021e-01,1.1435e-01
6.097e+00,4.6057e-01,1.4022e-01,1.1427e-01
6.098e+00,4.6045e-01,1.4023e-01,1.1419e-01
6.099e+00,4.6032e-01,1.4024e-01,1.1412e-01
6.100e+00,4.6020e-01,1.4025e-01,1.1404e-01
6.101e+00,4.6008e-01,1.4026e-01,1.1396e-01
6.102e+00,4.5996e-01,1.4028e-01,1.1389e-01
6.103e+00,4.5984e-01,1.4029e-01,1.1381e-01
6.104e+00,4.5972e-01,1.4030e-01,1.1373e-01
6.105e+00,4.5960e-01,1.4031e-01,1.1366e-01
6.106e+00,4.5948e-01,1.4033e-01,1.1358e-01
6.107e+00,4.5936e-01,1.4034e-01,1.1350e-01
6.108e+00,4.5924e-01,1.4036e-01,1.1343e-01
6.109e+00,4.5912e-01,1.4037e-01,1.1335e-01
6.110e+00,4.5900e-01,1.4039e-01,1.1328e-01
6.111e+00,4.5888e-01,1.4040e-01,1.1320e-01
6.112e+00,4.5876e-01,1.4042e-01,1.1312e-01
6.113e+00,4.5864e-01,1.4044e-01,1.1305e-01
6.114e+00,4.5851e-01,1.4045e-01,1.1297e-01
6.115e+00,4.5839e-01,1.4047e-01,1.1290e-01
6.116e+00,4.5827e-01,1.4049e-01,1.1282e-01
6.117e+00,4.5815e-01,1.4050e-01,1.1275e-01
6.118e+00,4.5802e-01,1.4052e-01,1.1268e-01
6.119e+00,4.5790e-01,1.4054e-01,1.1260e-01
6.120e+00,4.5777e-01,1.4056e-01,1.1253e-01
6.121e+00,4.5765e-01,1.4057e-01,1.1246e-01
6.122e+00,4.5752e-01,1.4059e-01,1.1239e-01
6.123e+00,4.5740e-01,1.4061e-01,1.1232e-01
6.124e+00,4.5727e-01,1.4063e-01,1.1225e-01
6.125e+00,4.5714e-01,1.4065e-01,1.1218e-01
6.126e+00,4.5701e-01,1.4067e-01,1.1211e-01
6.127e+00,4.5688e-01,1.4068e-01,1.1204e-01
6.128e+00,4.5675e-01,1.4070e-01,1.1197e-01
6.129e+00,4.5662e-01,1.4072e-01,1.1191e-01
6.130e+00,4.5649e-01,1.4074e-01,1.1184e-01
6.131e+00,4.5635e-01,1.4076e-01,1.1178e-01
6.132e+00,4.5622e-01,1.4078e-01,1.1172e-01
6.133e+00,4.5608e-01,1.4079e-01,1.1165e-01
6.134e+00,4.5594e-01,1.4081e-01,1.1159e-01
6.135e+00,4.5581e-01,1.4083e-01,1.1153e-01
6.136e+00,4.5567e-01,1.4085e-01,1.1147e-01
6.137e+00,4.5553e-01,1.4087e-01,1.1142e-01
6.138e+00,4.5538e-01,1.4088e-01,1.1136e-01
6.139e+00,4.5524e-01,1.4090e-01,1.1130e-01
6.140e+00,4.5509e-01,1.4092e-01,1.1125e-01
6.141e+00,4.5495e-01,1.4094e-01,1.1120e-01
6.142e+00,4.5480e-01,1.4095e-01,1.1115e-01
6.143e+00,4.5465e-01,1.4097e-01,1.1110e-01
6.144e+00,4.5450e-01,1.4098e-01,1.1105e-01
6.145e+00,4.5435e-01,1.4100e-01,1.1100e-01
6.146e+00,4.5419e-01,1.4102e-01,1.1095e-01
6.147e+00,4.5404e-01,1.4103e-01,1.1091e-01
6.148e+00,4.5388e-01,1.4105e-01,1.1087e-01
6.149e+00,4.5372e-01,1.4106e-01,1.1083e-01
6.150e+00,4.5356e-01,1.4107e-01,1.1079e-01
6.151e+00,4.5339e-01,1.4109e-01,1.1075e-01
6.152e+00,4.5323e-01,1.4110e-01,1.1071e-01
6.153e+00,4.5306e-01,1.4111e-01,1.1067e-01
6.154e+00,4.5290e-01,1.4113e-01,1.1064e-01
6.155e+00,4.5273e-01,1.4114e-01,1.1061e-01
6.156e+00,4.5256e-01,1.4115e-01,1.1057e-01
6.157e+00,4.5239e-01,1.4116e-01,1.1054e-01
6.158e+00,4.5221e-01,1.4117e-01,1.1051e-01
6.159e+00,4.5204e-01,1.4118e-01,1.1048e-01
6.160e+00,4.5186e-01,1.4119e-01,1.1046e-01
6.161e+00,4.5169e-01,1.4120e-01,1.1043e-01
6.162e+00,4.5151e-01,1.4121e-01,1.1040e-01
6.163e+00,4.5133e-01,1.4122e-01,1.1038e-01
6.164e+00,4.5115e-01,1.4123e-01,1.1035e-01
6.165e+00,4.5097e-01,1.4124e-01,1.1033e-01
6.166e+00,4.5078e-01,1.4124e-01,1.1031e-01
6.167e+00,4.5060e-01,1.4125e-01,1.1029e-01
6.168e+00,4.5041e-01,1.4126e-01,1.1027e-01
6.169e+00,4.5023e-01,1.4126e-01,1.1025e-01
6.170e+00,4.5004e-01,1.4127e-01,1.1023e-01
6.171e+00,4.4985e-01,1.4127e-01,1.1021e-01
6.172e+00,4.4966e-01,1.4128e-01,1.1020e-01
6.173e+00,4.4947e-01,1.4128e-01,1.1018e-01
6.174e+00,4.4927e-01,1.4129e-01,1.1016e-01
6.175e+00,4.4908e-01,1.4129e-01,1.1015e-01
6.176e+00,4.4889e-01,1.4129e-01,1.1013e-01
6.177e+00,4.4869e-01,1.4130e-01,1.1012e-01
6.178e+00,4.4849e-01,1.4130e-01,1.1011e-01
6.179e+00,4.4830e-01,1.4130e-01,1.1009e-01
6.180e+00,4.4810e-01,1.4130e-01,1.1008e-01
6.181e+00,4.4790e-01,1.4130e-01,1.1007e-01
6.182e+00,4.4770e-01,1.4130e-01,1.1006e-01
6.183e+00,4.4750e-01,1.4130e-01,1.1005e-01
6.184e+00,4.4730e-01,1.4130e-01,1.1004e-01
6.185e+00,4.4710e-01,1.4130e-01,1.1003e-01
6.186e+00,4.4689e-01,1.4129e-01,1.1002e-01
6.187e+00,4.4669e-01,1.4129e-01,1.1001e-01
6.188e+00,4.4648e-01,1.4129e-01,1.1000e-01
6.189e+00,4.4628e-01,1.4128e-01,1.0999e-01
6.190e+00,4.4607e-01,1.4128e-01,1.0998e-01
6.191e+00,4.4587e-01,1.4127e-01,1.0997e-01
6.192e+00,4.4566e-01,1.4127e-01,1.0997e-01
6.193e+00,4.4545e-01,1.4126e-01,1.0996e-01
6.194e+00,4.4524e-01,1.4125e-01,1.0995e-01
6.195e+00,4.4503e-01,1.4125e-01,1.0994e-01
6.196e+00,4.4482e-01,1.4124e-01,1.0993e-01
6.197e+00,4.4461e-01,1.4123e-01,1.0993e-01
6.198e+00,4.4440e-01,1.4122e-01,1.0992e-01
6.199e+00,4.4419e-01,1.4121e-01,1.0991e-01
6.200e+00,4.4398e-01,1.4120e-01,1.0990e-01
6.201e+00,4.4377e-01,1.4119e-01,1.0989e-01
6.202e+00,4.4355e-01,1.4118e-01,1.0988e-01
6.203e+00,4.4334e-01,1.4116e-01,1.0988e-01
6.204e+00,4.4313e-01,1.4115e-01,1.0987e-01
6.205e+00,4.4291e-01,1.4114e-01,1.0986e-01
6.206e+00,4.4270e-01,1.4112e-01,1.0985e-01
6.207e+00,4.4249e-01,1.4111e-01,1.0984e-01
6.208e+00,4.4227e-01,1.4109e-01,1.0983e-01
6.209e+00,4.4206e-01,1.4107e-01,1.0982e-01
6.210e+00,4.4184e-01,1.4106e-01,1.0981e-01
6.211e+00,4.4163e-01,1.4104e-01,1.0980e-01
6.212e+00,4.4141e-01,1.4102e-01,1.0979e-01
6.213e+00,4.4120e-01,1.4100e-01,1.0978e-01
6.214e+00,4.4098e-01,1.4098e-01,1.0977e-01
6.215e+00,4.4076e-01,1.4096e-01,1.0975e-01
6.216e+00,4.4055e-01,1.4094e-01,1.0974e-01
6.217e+00,4.4033e-01,1.4092e-01,1.0973e-01
6.218e+00,4.4012e-01,1.4090e-01,1.0971e-01
6.219e+00,4.3990e-01,1.4087e-01,1.0970e-01
6.220e+00,4.3968e-01,1.4085e-01,1.0968e-01
6.221e+00,4.3947e-01,1.4082e-01,1.0967e-01
6.222e+00,4.3925e-01,1.4080e-01,1.0965e-01
6.223e+00,4.3904e-01,1.4077e-01,1.0963e-01
6.224e+00,4.3882e-01,1.4075e-01,1.0961e-01
6.225e+00,4.3860e-01,1.4072e-01,1.0959e-01
6.226e+00,4.3839e-01,1.4069e-01,1.0957e-01
6.227e+00,4.3817e-01,1.4066e-01,1.0955e-01
6.228e+00,4.3796e-01,1.4063e-01,1.0953e-01
6.229e+00,4.3774e-01,1.4060e-01,1.0951e-01
6.230e+00,4.3753e-01,1.4057e-01,1.0948e-01
6.231e+00,4.3731e-01,1.4054e-01,1.0946e-01
6.232e+00,4.3710e-01,1.4050e-01,1.0943e-01
6.233e+00,4.3688e-01,1.4047e-01,1.0941e-01
6.234e+00,4.3667e-01,1.4043e-01,1.0938e-01
6.235e+00,4.3646e-01,1.4040e-01,1.0935e-01
6.236e+00,4.3624e-01,1.4036e-01,1.0932e-01
6.237e+00,4.3603e-01,1.4033e-01,1.0929e-01
6.238e+00,4.3582e-01,1.4029e-01,1.0926e-01
6.239e+00,4.3561e-01,1.4025e-01,1.0923e-01
6.240e+00,4.3540e-01,1.4021e-01,1.0919e-01
6.241e+00,4.3518e-01,1.4017e-01,1.0916e-01
6.242e+00,4.3497e-01,1.4013e-01,1.0912e-01
6.243e+00,4.3476e-01,1.4009e-01,1.0908e-01
6.244e+00,4.3455e-01,1.4004e-01,1.0904e-01
6.245e+00,4.3435e-01,1.4000e-01,1.0900e-01
6.246e+00,4.3414e-01,1.3996e-01,1.0896e-01
6.247e+00,4.3393e-01,1.3991e-01,1.0891e-01
6.248e+00,4.3372e-01,1.3986e-01,1.0887e-01
6.249e+00,4.3352e-01,1.3982e-01,1.0882e-01
6.250e+00,4.3331e-01,1.3977e-01,1.0877e-01
6.251e+00,4.3310e-01,1.3972e-01,1.0873e-01
6.252e+00,4.3290e-01,1.3967e-01,1.0868e-01
6.253e+00,4.3269e-01,1.3962e-01,1.0862e-01
6.254e+00,4.3249e-01,1.3957e-01,1.0857e-01
6.255e+00,4.3229e-01,1.3952e-01,1.0852e-01
6.256e+00,4.3208e-01,1.3947e-01,1.0847e-01
6.257e+00,4.3188e-01,1.3942e-01,1.0841e-01
6.258e+00,4.3168e-01,1.3936e-01,1.0835e-01
6.259e+00,4.3147e-01,1.3931e-01,1.0830e-01
6.260e+00,4.3127e-01,1.3925e-01,1.0824e-01
6.261e+00,4.3107e-01,1.3920e-01,1.0818e-01
6.262e+00,4.3087e-01,1.3914e-01,1.0812e-01
6.263e+00,4.3067e-01,1.3909e-01,1.0806e-01
6.264e+00,4.3047e-01,1.3903e-01,1.0800e-01
6.265e+00,4.3027e-01,1.3898e-01,1.0794e-01
6.266e+00,4.3006e-01,1.3892e-01,1.0787e-01
6.267e+00,4.2986e-01,1.3886e-01,1.0781e-01
6.268e+00,4.2966e-01,1.3880e-01,1.0775e-01
6.269e+00,4.2946e-01,1.3875e-01,1.0768e-01
6.270e+00,4.2926e-01,1.3869e-01,1.0762e-01
6.271e+00,4.2906e-01,1.3863e-01,1.0755e-01
6.272e+00,4.2886e-01,1.3857e-01,1.0749e-01
6.273e+00,4.2867e-01,1.3851e-01,1.0742e-01
6.274e+00,4.2847e-01,1.3845e-01,1.0735e-01
6.275e+00,4.2827e-01,1.3839e-01,1.0729e-01
6.276e+00,4.2807e-01,1.3833e-01,1.0722e-01
6.277e+00,4.2787e-01,1.3827e-01,1.0715e-01
6.278e+00,4.2767e-01,1.3821e-01,1.0709e-01
6.279e+00,4.2747e-01,1.3815e-01,1.0702e-01
6.280e+00,4.2727e-01,1.3809e-01,1.0695e-01
6.281e+00,4.2707e-01,1.3803e-01,1.0688e-01
6.282e+00,4.2687e-01,1.3797e-01,1.0681e-01
6.283e+00,4.2667e-01,1.3791e-01,1.0675e-01
6.284e+00,4.2647e-01,1.3785e-01,1.0668e-01
