\NEOWISESaturationBiasCorrection
\W1NEOWISEReactivation
|w1mpro,|,w1mcorr,|,w1lunc|,w1uunc|
|double,|,double|,double|,double|
|mag,|,mag,|,mag,|,mag,|
w1mpro,w1mcorr,w1lunc,w1uunc
4.337e+00,8.7705e-01,2.3762e-01,2.1225e-01
4.338e+00,8.7671e-01,2.3754e-01,2.1223e-01
4.339e+00,8.7636e-01,2.3746e-01,2.1220e-01
4.340e+00,8.7602e-01,2.3738e-01,2.1217e-01
4.341e+00,8.7568e-01,2.3730e-01,2.1214e-01
4.342e+00,8.7535e-01,2.3722e-01,2.1211e-01
4.343e+00,8.7501e-01,2.3714e-01,2.1208e-01
4.344e+00,8.7468e-01,2.3707e-01,2.1204e-01
4.345e+00,8.7435e-01,2.3700e-01,2.1200e-01
4.346e+00,8.7402e-01,2.3693e-01,2.1196e-01
4.347e+00,8.7369e-01,2.3686e-01,2.1192e-01
4.348e+00,8.7337e-01,2.3680e-01,2.1187e-01
4.349e+00,8.7305e-01,2.3674e-01,2.1182e-01
4.350e+00,8.7273e-01,2.3667e-01,2.1177e-01
4.351e+00,8.7241e-01,2.3662e-01,2.1172e-01
4.352e+00,8.7209e-01,2.3656e-01,2.1166e-01
4.353e+00,8.7178e-01,2.3650e-01,2.1161e-01
4.354e+00,8.7147e-01,2.3645e-01,2.1155e-01
4.355e+00,8.7116e-01,2.3640e-01,2.1148e-01
4.356e+00,8.7085e-01,2.3635e-01,2.1142e-01
4.357e+00,8.7055e-01,2.3630e-01,2.1135e-01
4.358e+00,8.7024e-01,2.3625e-01,2.1128e-01
4.359e+00,8.6994e-01,2.3621e-01,2.1121e-01
4.360e+00,8.6964e-01,2.3617e-01,2.1114e-01
4.361e+00,8.6934e-01,2.3613e-01,2.1107e-01
4.362e+00,8.6905e-01,2.3609e-01,2.1099e-01
4.363e+00,8.6875e-01,2.3605e-01,2.1091e-01
4.364e+00,8.6846e-01,2.3601e-01,2.1083e-01
4.365e+00,8.6817e-01,2.3598e-01,2.1075e-01
4.366e+00,8.6788e-01,2.3594e-01,2.1067e-01
4.367e+00,8.6759e-01,2.3591e-01,2.1058e-01
4.368e+00,8.6730e-01,2.3588e-01,2.1050e-01
4.369e+00,8.6702e-01,2.3585e-01,2.1041e-01
4.370e+00,8.6674e-01,2.3582e-01,2.1032e-01
4.371e+00,8.6645e-01,2.3580e-01,2.1023e-01
4.372e+00,8.6617e-01,2.3577e-01,2.1014e-01
4.373e+00,8.6589e-01,2.3575e-01,2.1004e-01
4.374e+00,8.6561e-01,2.3573e-01,2.0995e-01
4.375e+00,8.6534e-01,2.3570e-01,2.0985e-01
4.376e+00,8.6506e-01,2.3568e-01,2.0976e-01
4.377e+00,8.6479e-01,2.3567e-01,2.0966e-01
4.378e+00,8.6451e-01,2.3565e-01,2.0956e-01
4.379e+00,8.6424e-01,2.3563e-01,2.0946e-01
4.380e+00,8.6397e-01,2.3562e-01,2.0936e-01
4.381e+00,8.6370e-01,2.3560e-01,2.0925e-01
4.382e+00,8.6343e-01,2.3559e-01,2.0915e-01
4.383e+00,8.6316e-01,2.3558e-01,2.0904e-01
4.384e+00,8.6289e-01,2.3556e-01,2.0894e-01
4.385e+00,8.6263e-01,2.3555e-01,2.0883e-01
4.386e+00,8.6236e-01,2.3554e-01,2.0872e-01
4.387e+00,8.6210e-01,2.3553e-01,2.0862e-01
4.388e+00,8.6183e-01,2.3553e-01,2.0851e-01
4.389e+00,8.6157e-01,2.3552e-01,2.0840e-01
4.390e+00,8.6131e-01,2.3551e-01,2.0829e-01
4.391e+00,8.6104e-01,2.3551e-01,2.0818e-01
4.392e+00,8.6078e-01,2.3550e-01,2.0806e-01
4.393e+00,8.6052e-01,2.3550e-01,2.0795e-01
4.394e+00,8.6026e-01,2.3550e-01,2.0784e-01
4.395e+00,8.6000e-01,2.3549e-01,2.0773e-01
4.396e+00,8.5974e-01,2.3549e-01,2.0761e-01
4.397e+00,8.5948e-01,2.3549e-01,2.0750e-01
4.398e+00,8.5922e-01,2.3549e-01,2.0739e-01
4.399e+00,8.5897e-01,2.3549e-01,2.0727e-01
4.400e+00,8.5871e-01,2.3549e-01,2.0716e-01
4.401e+00,8.5845e-01,2.3549e-01,2.0704e-01
4.402e+00,8.5819e-01,2.3549e-01,2.0693e-01
4.403e+00,8.5794e-01,2.3549e-01,2.0682e-01
4.404e+00,8.5768e-01,2.3549e-01,2.0670e-01
4.405e+00,8.5742e-01,2.3549e-01,2.0659e-01
4.406e+00,8.5717e-01,2.3549e-01,2.0647e-01
4.407e+00,8.5691e-01,2.3550e-01,2.0636e-01
4.408e+00,8.5665e-01,2.3550e-01,2.0624e-01
4.409e+00,8.5640e-01,2.3550e-01,2.0613e-01
4.410e+00,8.5614e-01,2.3551e-01,2.0602e-01
4.411e+00,8.5588e-01,2.3551e-01,2.0590e-01
4.412e+00,8.5563e-01,2.3551e-01,2.0579e-01
4.413e+00,8.5537e-01,2.3552e-01,2.0568e-01
4.414e+00,8.5511e-01,2.3552e-01,2.0556e-01
4.415e+00,8.5486e-01,2.3552e-01,2.0545e-01
4.416e+00,8.5460e-01,2.3553e-01,2.0534e-01
4.417e+00,8.5434e-01,2.3553e-01,2.0523e-01
4.418e+00,8.5408e-01,2.3553e-01,2.0512e-01
4.419e+00,8.5382e-01,2.3554e-01,2.0501e-01
4.420e+00,8.5356e-01,2.3554e-01,2.0490e-01
4.421e+00,8.5330e-01,2.3554e-01,2.0479e-01
4.422e+00,8.5304e-01,2.3555e-01,2.0468e-01
4.423e+00,8.5278e-01,2.3555e-01,2.0457e-01
4.424e+00,8.5252e-01,2.3555e-01,2.0447e-01
4.425e+00,8.5226e-01,2.3555e-01,2.0436e-01
4.426e+00,8.5200e-01,2.3556e-01,2.0426e-01
4.427e+00,8.5174e-01,2.3556e-01,2.0415e-01
4.428e+00,8.5147e-01,2.3556e-01,2.0405e-01
4.429e+00,8.5121e-01,2.3556e-01,2.0395e-01
4.430e+00,8.5094e-01,2.3556e-01,2.0385e-01
4.431e+00,8.5068e-01,2.3556e-01,2.0375e-01
4.432e+00,8.5041e-01,2.3556e-01,2.0365e-01
4.433e+00,8.5014e-01,2.3556e-01,2.0356e-01
4.434e+00,8.4987e-01,2.3556e-01,2.0346e-01
4.435e+00,8.4960e-01,2.3556e-01,2.0337e-01
4.436e+00,8.4933e-01,2.3555e-01,2.0327e-01
4.437e+00,8.4906e-01,2.3555e-01,2.0318e-01
4.438e+00,8.4879e-01,2.3555e-01,2.0309e-01
4.439e+00,8.4851e-01,2.3554e-01,2.0300e-01
4.440e+00,8.4824e-01,2.3554e-01,2.0292e-01
4.441e+00,8.4796e-01,2.3553e-01,2.0283e-01
4.442e+00,8.4769e-01,2.3552e-01,2.0275e-01
4.443e+00,8.4741e-01,2.3552e-01,2.0266e-01
4.444e+00,8.4713e-01,2.3551e-01,2.0258e-01
4.445e+00,8.4685e-01,2.3550e-01,2.0250e-01
4.446e+00,8.4656e-01,2.3549e-01,2.0243e-01
4.447e+00,8.4628e-01,2.3548e-01,2.0235e-01
4.448e+00,8.4599e-01,2.3547e-01,2.0228e-01
4.449e+00,8.4571e-01,2.3545e-01,2.0221e-01
4.450e+00,8.4542e-01,2.3544e-01,2.0214e-01
4.451e+00,8.4513e-01,2.3543e-01,2.0207e-01
4.452e+00,8.4484e-01,2.3541e-01,2.0200e-01
4.453e+00,8.4455e-01,2.3540e-01,2.0193e-01
4.454e+00,8.4426e-01,2.3538e-01,2.0187e-01
4.455e+00,8.4396e-01,2.3536e-01,2.0181e-01
4.456e+00,8.4367e-01,2.3534e-01,2.0174e-01
4.457e+00,8.4337e-01,2.3533e-01,2.0168e-01
4.458e+00,8.4307e-01,2.3531e-01,2.0162e-01
4.459e+00,8.4278e-01,2.3529e-01,2.0157e-01
4.460e+00,8.4248e-01,2.3527e-01,2.0151e-01
4.461e+00,8.4218e-01,2.3524e-01,2.0146e-01
4.462e+00,8.4188e-01,2.3522e-01,2.0140e-01
4.463e+00,8.4157e-01,2.3520e-01,2.0135e-01
4.464e+00,8.4127e-01,2.3518e-01,2.0130e-01
4.465e+00,8.4097e-01,2.3515e-01,2.0125e-01
4.466e+00,8.4066e-01,2.3513e-01,2.0120e-01
4.467e+00,8.4036e-01,2.3510e-01,2.0115e-01
4.468e+00,8.4005e-01,2.3508e-01,2.0110e-01
4.469e+00,8.3974e-01,2.3505e-01,2.0105e-01
4.470e+00,8.3944e-01,2.3503e-01,2.0100e-01
4.471e+00,8.3913e-01,2.3500e-01,2.0096e-01
4.472e+00,8.3882e-01,2.3497e-01,2.0091e-01
4.473e+00,8.3851e-01,2.3495e-01,2.0087e-01
4.474e+00,8.3820e-01,2.3492e-01,2.0083e-01
4.475e+00,8.3789e-01,2.3489e-01,2.0078e-01
4.476e+00,8.3758e-01,2.3486e-01,2.0074e-01
4.477e+00,8.3727e-01,2.3483e-01,2.0070e-01
4.478e+00,8.3695e-01,2.3480e-01,2.0066e-01
4.479e+00,8.3664e-01,2.3477e-01,2.0062e-01
4.480e+00,8.3633e-01,2.3474e-01,2.0058e-01
4.481e+00,8.3602e-01,2.3471e-01,2.0054e-01
4.482e+00,8.3570e-01,2.3468e-01,2.0050e-01
4.483e+00,8.3539e-01,2.3465e-01,2.0046e-01
4.484e+00,8.3507e-01,2.3462e-01,2.0042e-01
4.485e+00,8.3476e-01,2.3459e-01,2.0038e-01
4.486e+00,8.3444e-01,2.3456e-01,2.0034e-01
4.487e+00,8.3413e-01,2.3453e-01,2.0030e-01
4.488e+00,8.3381e-01,2.3450e-01,2.0027e-01
4.489e+00,8.3350e-01,2.3447e-01,2.0023e-01
4.490e+00,8.3318e-01,2.3443e-01,2.0019e-01
4.491e+00,8.3286e-01,2.3440e-01,2.0015e-01
4.492e+00,8.3255e-01,2.3437e-01,2.0011e-01
4.493e+00,8.3223e-01,2.3434e-01,2.0008e-01
4.494e+00,8.3191e-01,2.3430e-01,2.0004e-01
4.495e+00,8.3160e-01,2.3427e-01,2.0000e-01
4.496e+00,8.3128e-01,2.3424e-01,1.9996e-01
4.497e+00,8.3096e-01,2.3421e-01,1.9992e-01
4.498e+00,8.3065e-01,2.3418e-01,1.9988e-01
4.499e+00,8.3033e-01,2.3414e-01,1.9984e-01
4.500e+00,8.3002e-01,2.3411e-01,1.9980e-01
4.501e+00,8.2970e-01,2.3408e-01,1.9976e-01
4.502e+00,8.2938e-01,2.3405e-01,1.9972e-01
4.503e+00,8.2907e-01,2.3402e-01,1.9968e-01
4.504e+00,8.2875e-01,2.3398e-01,1.9964e-01
4.505e+00,8.2844e-01,2.3395e-01,1.9960e-01
4.506e+00,8.2812e-01,2.3392e-01,1.9955e-01
4.507e+00,8.2781e-01,2.3389e-01,1.9951e-01
4.508e+00,8.2749e-01,2.3386e-01,1.9947e-01
4.509e+00,8.2718e-01,2.3383e-01,1.9942e-01
4.510e+00,8.2687e-01,2.3380e-01,1.9938e-01
4.511e+00,8.2655e-01,2.3377e-01,1.9933e-01
4.512e+00,8.2624e-01,2.3374e-01,1.9928e-01
4.513e+00,8.2593e-01,2.3371e-01,1.9923e-01
4.514e+00,8.2562e-01,2.3368e-01,1.9918e-01
4.515e+00,8.2531e-01,2.3365e-01,1.9913e-01
4.516e+00,8.2499e-01,2.3362e-01,1.9908e-01
4.517e+00,8.2468e-01,2.3359e-01,1.9903e-01
4.518e+00,8.2437e-01,2.3356e-01,1.9898e-01
4.519e+00,8.2407e-01,2.3353e-01,1.9892e-01
4.520e+00,8.2376e-01,2.3351e-01,1.9887e-01
4.521e+00,8.2345e-01,2.3348e-01,1.9881e-01
4.522e+00,8.2314e-01,2.3345e-01,1.9876e-01
4.523e+00,8.2284e-01,2.3343e-01,1.9870e-01
4.524e+00,8.2253e-01,2.3340e-01,1.9864e-01
4.525e+00,8.2223e-01,2.3338e-01,1.9858e-01
4.526e+00,8.2192e-01,2.3335e-01,1.9851e-01
4.527e+00,8.2162e-01,2.3333e-01,1.9845e-01
4.528e+00,8.2132e-01,2.3330e-01,1.9838e-01
4.529e+00,8.2102e-01,2.3328e-01,1.9832e-01
4.530e+00,8.2072e-01,2.3326e-01,1.9825e-01
4.531e+00,8.2042e-01,2.3324e-01,1.9818e-01
4.532e+00,8.2012e-01,2.3321e-01,1.9810e-01
4.533e+00,8.1982e-01,2.3319e-01,1.9803e-01
4.534e+00,8.1953e-01,2.3317e-01,1.9796e-01
4.535e+00,8.1923e-01,2.3315e-01,1.9788e-01
4.536e+00,8.1894e-01,2.3314e-01,1.9780e-01
4.537e+00,8.1865e-01,2.3312e-01,1.9772e-01
4.538e+00,8.1835e-01,2.3310e-01,1.9764e-01
4.539e+00,8.1806e-01,2.3308e-01,1.9755e-01
4.540e+00,8.1777e-01,2.3307e-01,1.9747e-01
4.541e+00,8.1749e-01,2.3305e-01,1.9738e-01
4.542e+00,8.1720e-01,2.3304e-01,1.9729e-01
4.543e+00,8.1691e-01,2.3302e-01,1.9719e-01
4.544e+00,8.1663e-01,2.3301e-01,1.9710e-01
4.545e+00,8.1635e-01,2.3300e-01,1.9700e-01
4.546e+00,8.1606e-01,2.3299e-01,1.9691e-01
4.547e+00,8.1578e-01,2.3298e-01,1.9680e-01
4.548e+00,8.1551e-01,2.3297e-01,1.9670e-01
4.549e+00,8.1523e-01,2.3296e-01,1.9660e-01
4.550e+00,8.1495e-01,2.3295e-01,1.9649e-01
4.551e+00,8.1468e-01,2.3295e-01,1.9638e-01
4.552e+00,8.1440e-01,2.3294e-01,1.9627e-01
4.553e+00,8.1413e-01,2.3293e-01,1.9616e-01
4.554e+00,8.1386e-01,2.3293e-01,1.9604e-01
4.555e+00,8.1359e-01,2.3292e-01,1.9593e-01
4.556e+00,8.1332e-01,2.3292e-01,1.9581e-01
4.557e+00,8.1305e-01,2.3292e-01,1.9569e-01
4.558e+00,8.1279e-01,2.3291e-01,1.9557e-01
4.559e+00,8.1252e-01,2.3291e-01,1.9545e-01
4.560e+00,8.1226e-01,2.3291e-01,1.9533e-01
4.561e+00,8.1199e-01,2.3291e-01,1.9520e-01
4.562e+00,8.1173e-01,2.3291e-01,1.9508e-01
4.563e+00,8.1147e-01,2.3291e-01,1.9495e-01
4.564e+00,8.1121e-01,2.3291e-01,1.9482e-01
4.565e+00,8.1095e-01,2.3291e-01,1.9470e-01
4.566e+00,8.1069e-01,2.3291e-01,1.9457e-01
4.567e+00,8.1043e-01,2.3291e-01,1.9444e-01
4.568e+00,8.1017e-01,2.3291e-01,1.9430e-01
4.569e+00,8.0992e-01,2.3291e-01,1.9417e-01
4.570e+00,8.0966e-01,2.3292e-01,1.9404e-01
4.571e+00,8.0941e-01,2.3292e-01,1.9390e-01
4.572e+00,8.0916e-01,2.3292e-01,1.9377e-01
4.573e+00,8.0890e-01,2.3292e-01,1.9363e-01
4.574e+00,8.0865e-01,2.3293e-01,1.9350e-01
4.575e+00,8.0840e-01,2.3293e-01,1.9336e-01
4.576e+00,8.0815e-01,2.3293e-01,1.9322e-01
4.577e+00,8.0790e-01,2.3294e-01,1.9309e-01
4.578e+00,8.0765e-01,2.3294e-01,1.9295e-01
4.579e+00,8.0740e-01,2.3294e-01,1.9281e-01
4.580e+00,8.0715e-01,2.3295e-01,1.9267e-01
4.581e+00,8.0691e-01,2.3295e-01,1.9253e-01
4.582e+00,8.0666e-01,2.3295e-01,1.9240e-01
4.583e+00,8.0641e-01,2.3296e-01,1.9226e-01
4.584e+00,8.0617e-01,2.3296e-01,1.9212e-01
4.585e+00,8.0592e-01,2.3296e-01,1.9198e-01
4.586e+00,8.0568e-01,2.3296e-01,1.9184e-01
4.587e+00,8.0543e-01,2.3297e-01,1.9171e-01
4.588e+00,8.0519e-01,2.3297e-01,1.9157e-01
4.589e+00,8.0495e-01,2.3297e-01,1.9143e-01
4.590e+00,8.0470e-01,2.3297e-01,1.9129e-01
4.591e+00,8.0446e-01,2.3297e-01,1.9116e-01
4.592e+00,8.0422e-01,2.3298e-01,1.9102e-01
4.593e+00,8.0398e-01,2.3298e-01,1.9089e-01
4.594e+00,8.0374e-01,2.3298e-01,1.9075e-01
4.595e+00,8.0350e-01,2.3298e-01,1.9062e-01
4.596e+00,8.0326e-01,2.3298e-01,1.9048e-01
4.597e+00,8.0301e-01,2.3298e-01,1.9035e-01
4.598e+00,8.0277e-01,2.3298e-01,1.9022e-01
4.599e+00,8.0253e-01,2.3298e-01,1.9009e-01
4.600e+00,8.0229e-01,2.3298e-01,1.8996e-01
4.601e+00,8.0205e-01,2.3297e-01,1.8983e-01
4.602e+00,8.0182e-01,2.3297e-01,1.8970e-01
4.603e+00,8.0158e-01,2.3297e-01,1.8957e-01
4.604e+00,8.0134e-01,2.3296e-01,1.8945e-01
4.605e+00,8.0110e-01,2.3296e-01,1.8932e-01
4.606e+00,8.0086e-01,2.3295e-01,1.8920e-01
4.607e+00,8.0062e-01,2.3295e-01,1.8908e-01
4.608e+00,8.0038e-01,2.3294e-01,1.8895e-01
4.609e+00,8.0014e-01,2.3293e-01,1.8884e-01
4.610e+00,7.9990e-01,2.3293e-01,1.8872e-01
4.611e+00,7.9966e-01,2.3292e-01,1.8860e-01
4.612e+00,7.9942e-01,2.3291e-01,1.8849e-01
4.613e+00,7.9918e-01,2.3290e-01,1.8837e-01
4.614e+00,7.9894e-01,2.3289e-01,1.8826e-01
4.615e+00,7.9870e-01,2.3288e-01,1.8815e-01
4.616e+00,7.9847e-01,2.3286e-01,1.8805e-01
4.617e+00,7.9823e-01,2.3285e-01,1.8794e-01
4.618e+00,7.9799e-01,2.3283e-01,1.8784e-01
4.619e+00,7.9774e-01,2.3282e-01,1.8774e-01
4.620e+00,7.9750e-01,2.3280e-01,1.8764e-01
4.621e+00,7.9726e-01,2.3278e-01,1.8754e-01
4.622e+00,7.9702e-01,2.3277e-01,1.8745e-01
4.623e+00,7.9678e-01,2.3275e-01,1.8735e-01
4.624e+00,7.9654e-01,2.3273e-01,1.8726e-01
4.625e+00,7.9630e-01,2.3270e-01,1.8717e-01
4.626e+00,7.9605e-01,2.3268e-01,1.8709e-01
4.627e+00,7.9581e-01,2.3266e-01,1.8701e-01
4.628e+00,7.9557e-01,2.3263e-01,1.8692e-01
4.629e+00,7.9532e-01,2.3261e-01,1.8685e-01
4.630e+00,7.9508e-01,2.3258e-01,1.8677e-01
4.631e+00,7.9484e-01,2.3255e-01,1.8670e-01
4.632e+00,7.9459e-01,2.3252e-01,1.8663e-01
4.633e+00,7.9434e-01,2.3249e-01,1.8656e-01
4.634e+00,7.9410e-01,2.3245e-01,1.8650e-01
4.635e+00,7.9385e-01,2.3242e-01,1.8644e-01
4.636e+00,7.9360e-01,2.3239e-01,1.8638e-01
4.637e+00,7.9336e-01,2.3235e-01,1.8632e-01
4.638e+00,7.9311e-01,2.3231e-01,1.8627e-01
4.639e+00,7.9286e-01,2.3227e-01,1.8622e-01
4.640e+00,7.9261e-01,2.3223e-01,1.8618e-01
4.641e+00,7.9236e-01,2.3219e-01,1.8613e-01
4.642e+00,7.9210e-01,2.3214e-01,1.8610e-01
4.643e+00,7.9185e-01,2.3210e-01,1.8606e-01
4.644e+00,7.9160e-01,2.3205e-01,1.8603e-01
4.645e+00,7.9135e-01,2.3200e-01,1.8600e-01
4.646e+00,7.9109e-01,2.3195e-01,1.8598e-01
4.647e+00,7.9084e-01,2.3190e-01,1.8595e-01
4.648e+00,7.9058e-01,2.3184e-01,1.8594e-01
4.649e+00,7.9032e-01,2.3179e-01,1.8592e-01
4.650e+00,7.9006e-01,2.3173e-01,1.8591e-01
4.651e+00,7.8981e-01,2.3167e-01,1.8590e-01
4.652e+00,7.8955e-01,2.3161e-01,1.8590e-01
4.653e+00,7.8929e-01,2.3155e-01,1.8590e-01
4.654e+00,7.8903e-01,2.3149e-01,1.8590e-01
4.655e+00,7.8876e-01,2.3142e-01,1.8590e-01
4.656e+00,7.8850e-01,2.3136e-01,1.8591e-01
4.657e+00,7.8824e-01,2.3129e-01,1.8592e-01
4.658e+00,7.8797e-01,2.3122e-01,1.8594e-01
4.659e+00,7.8771e-01,2.3115e-01,1.8595e-01
4.660e+00,7.8744e-01,2.3108e-01,1.8597e-01
4.661e+00,7.8718e-01,2.3101e-01,1.8600e-01
4.662e+00,7.8691e-01,2.3094e-01,1.8602e-01
4.663e+00,7.8664e-01,2.3086e-01,1.8605e-01
4.664e+00,7.8637e-01,2.3078e-01,1.8608e-01
4.665e+00,7.8610e-01,2.3071e-01,1.8612e-01
4.666e+00,7.8583e-01,2.3063e-01,1.8615e-01
4.667e+00,7.8556e-01,2.3055e-01,1.8619e-01
4.668e+00,7.8529e-01,2.3047e-01,1.8623e-01
4.669e+00,7.8502e-01,2.3038e-01,1.8628e-01
4.670e+00,7.8474e-01,2.3030e-01,1.8632e-01
4.671e+00,7.8447e-01,2.3021e-01,1.8637e-01
4.672e+00,7.8420e-01,2.3013e-01,1.8642e-01
4.673e+00,7.8392e-01,2.3004e-01,1.8648e-01
4.674e+00,7.8364e-01,2.2995e-01,1.8653e-01
4.675e+00,7.8337e-01,2.2986e-01,1.8659e-01
4.676e+00,7.8309e-01,2.2977e-01,1.8665e-01
4.677e+00,7.8281e-01,2.2968e-01,1.8671e-01
4.678e+00,7.8253e-01,2.2959e-01,1.8677e-01
4.679e+00,7.8225e-01,2.2949e-01,1.8684e-01
4.680e+00,7.8197e-01,2.2940e-01,1.8691e-01
4.681e+00,7.8169e-01,2.2930e-01,1.8698e-01
4.682e+00,7.8141e-01,2.2921e-01,1.8705e-01
4.683e+00,7.8113e-01,2.2911e-01,1.8712e-01
4.684e+00,7.8084e-01,2.2901e-01,1.8719e-01
4.685e+00,7.8056e-01,2.2891e-01,1.8727e-01
4.686e+00,7.8027e-01,2.2881e-01,1.8735e-01
4.687e+00,7.7999e-01,2.2871e-01,1.8743e-01
4.688e+00,7.7970e-01,2.2861e-01,1.8751e-01
4.689e+00,7.7942e-01,2.2851e-01,1.8759e-01
4.690e+00,7.7913e-01,2.2840e-01,1.8768e-01
4.691e+00,7.7884e-01,2.2830e-01,1.8776e-01
4.692e+00,7.7855e-01,2.2819e-01,1.8785e-01
4.693e+00,7.7826e-01,2.2809e-01,1.8793e-01
4.694e+00,7.7797e-01,2.2798e-01,1.8802e-01
4.695e+00,7.7768e-01,2.2787e-01,1.8811e-01
4.696e+00,7.7739e-01,2.2777e-01,1.8820e-01
4.697e+00,7.7710e-01,2.2766e-01,1.8830e-01
4.698e+00,7.7680e-01,2.2755e-01,1.8839e-01
4.699e+00,7.7651e-01,2.2744e-01,1.8848e-01
4.700e+00,7.7622e-01,2.2733e-01,1.8858e-01
4.701e+00,7.7592e-01,2.2722e-01,1.8868e-01
4.702e+00,7.7563e-01,2.2710e-01,1.8877e-01
4.703e+00,7.7533e-01,2.2699e-01,1.8887e-01
4.704e+00,7.7503e-01,2.2688e-01,1.8897e-01
4.705e+00,7.7474e-01,2.2677e-01,1.8907e-01
4.706e+00,7.7444e-01,2.2665e-01,1.8917e-01
4.707e+00,7.7414e-01,2.2654e-01,1.8927e-01
4.708e+00,7.7384e-01,2.2642e-01,1.8937e-01
4.709e+00,7.7354e-01,2.2631e-01,1.8947e-01
4.710e+00,7.7324e-01,2.2619e-01,1.8957e-01
4.711e+00,7.7294e-01,2.2607e-01,1.8967e-01
4.712e+00,7.7264e-01,2.2596e-01,1.8977e-01
4.713e+00,7.7233e-01,2.2584e-01,1.8988e-01
4.714e+00,7.7203e-01,2.2572e-01,1.8998e-01
4.715e+00,7.7173e-01,2.2561e-01,1.9008e-01
4.716e+00,7.7142e-01,2.2549e-01,1.9018e-01
4.717e+00,7.7112e-01,2.2537e-01,1.9029e-01
4.718e+00,7.7081e-01,2.2525e-01,1.9039e-01
4.719e+00,7.7051e-01,2.2513e-01,1.9049e-01
4.720e+00,7.7020e-01,2.2501e-01,1.9060e-01
4.721e+00,7.6989e-01,2.2489e-01,1.9070e-01
4.722e+00,7.6958e-01,2.2477e-01,1.9080e-01
4.723e+00,7.6928e-01,2.2465e-01,1.9090e-01
4.724e+00,7.6897e-01,2.2453e-01,1.9101e-01
4.725e+00,7.6866e-01,2.2441e-01,1.9111e-01
4.726e+00,7.6835e-01,2.2429e-01,1.9121e-01
4.727e+00,7.6804e-01,2.2417e-01,1.9131e-01
4.728e+00,7.6773e-01,2.2405e-01,1.9141e-01
4.729e+00,7.6741e-01,2.2393e-01,1.9151e-01
4.730e+00,7.6710e-01,2.2381e-01,1.9161e-01
4.731e+00,7.6679e-01,2.2369e-01,1.9171e-01
4.732e+00,7.6647e-01,2.2357e-01,1.9181e-01
4.733e+00,7.6616e-01,2.2345e-01,1.9191e-01
4.734e+00,7.6584e-01,2.2333e-01,1.9200e-01
4.735e+00,7.6553e-01,2.2320e-01,1.9210e-01
4.736e+00,7.6521e-01,2.2308e-01,1.9219e-01
4.737e+00,7.6490e-01,2.2296e-01,1.9229e-01
4.738e+00,7.6458e-01,2.2284e-01,1.9238e-01
4.739e+00,7.6426e-01,2.2272e-01,1.9247e-01
4.740e+00,7.6394e-01,2.2260e-01,1.9256e-01
4.741e+00,7.6363e-01,2.2248e-01,1.9265e-01
4.742e+00,7.6331e-01,2.2236e-01,1.9274e-01
4.743e+00,7.6299e-01,2.2224e-01,1.9283e-01
4.744e+00,7.6267e-01,2.2212e-01,1.9292e-01
4.745e+00,7.6235e-01,2.2200e-01,1.9300e-01
4.746e+00,7.6202e-01,2.2188e-01,1.9308e-01
4.747e+00,7.6170e-01,2.2176e-01,1.9317e-01
4.748e+00,7.6138e-01,2.2164e-01,1.9325e-01
4.749e+00,7.6106e-01,2.2152e-01,1.9333e-01
4.750e+00,7.6073e-01,2.2140e-01,1.9340e-01
4.751e+00,7.6041e-01,2.2129e-01,1.9348e-01
4.752e+00,7.6009e-01,2.2117e-01,1.9356e-01
4.753e+00,7.5976e-01,2.2105e-01,1.9363e-01
4.754e+00,7.5944e-01,2.2093e-01,1.9370e-01
4.755e+00,7.5911e-01,2.2082e-01,1.9377e-01
4.756e+00,7.5879e-01,2.2070e-01,1.9384e-01
4.757e+00,7.5846e-01,2.2058e-01,1.9391e-01
4.758e+00,7.5814e-01,2.2047e-01,1.9398e-01
4.759e+00,7.5781e-01,2.2035e-01,1.9404e-01
4.760e+00,7.5748e-01,2.2023e-01,1.9410e-01
4.761e+00,7.5716e-01,2.2012e-01,1.9417e-01
4.762e+00,7.5683e-01,2.2000e-01,1.9423e-01
4.763e+00,7.5650e-01,2.1989e-01,1.9429e-01
4.764e+00,7.5618e-01,2.1977e-01,1.9434e-01
4.765e+00,7.5585e-01,2.1966e-01,1.9440e-01
4.766e+00,7.5552e-01,2.1954e-01,1.9445e-01
4.767e+00,7.5520e-01,2.1943e-01,1.9451e-01
4.768e+00,7.5487e-01,2.1932e-01,1.9456e-01
4.769e+00,7.5454e-01,2.1920e-01,1.9461e-01
4.770e+00,7.5421e-01,2.1909e-01,1.9465e-01
4.771e+00,7.5389e-01,2.1898e-01,1.9470e-01
4.772e+00,7.5356e-01,2.1887e-01,1.9475e-01
4.773e+00,7.5323e-01,2.1876e-01,1.9479e-01
4.774e+00,7.5291e-01,2.1864e-01,1.9483e-01
4.775e+00,7.5258e-01,2.1853e-01,1.9487e-01
4.776e+00,7.5225e-01,2.1842e-01,1.9491e-01
4.777e+00,7.5193e-01,2.1831e-01,1.9494e-01
4.778e+00,7.5160e-01,2.1820e-01,1.9498e-01
4.779e+00,7.5127e-01,2.1809e-01,1.9501e-01
4.780e+00,7.5095e-01,2.1798e-01,1.9504e-01
4.781e+00,7.5062e-01,2.1788e-01,1.9507e-01
4.782e+00,7.5030e-01,2.1777e-01,1.9510e-01
4.783e+00,7.4997e-01,2.1766e-01,1.9513e-01
